,Rho_Freq_StrLen,P_Freq_StrLen,Rho_StrLen_VarFreq_NOVAR0,P_StrLen_VarFreq_NOVAR0,Rho_Freq_VarStrLen_NOVAR0,P_Freq_VarStrLen_NOVAR0,Rho_Freq_MeanStrLen_NOVAR0,P_Freq_MeanStrLen_NOVAR0,Rho_VarStrLen_MeanStrLen_NOVAR0,P_VarStrLen_MeanStrLen_NOVAR0,Steiger_t_Freq_VarStrLen_MeanStrLen_NOVAR0,Steiger_p_Freq_VarStrLen_MeanStrLen_NOVAR0,Rho_StrLen_VarFreq_VAR0,P_StrLen_VarFreq_VAR0,Rho_Freq_VarStrLen_VAR0,P_Freq_VarStrLen_VAR0,Rho_Freq_MeanStrLen_VAR0,P_Freq_MeanStrLen_VAR0,Rho_VarStrLen_MeanStrLen_VAR0,P_VarStrLen_MeanStrLen_VAR0,Steiger_t_Freq_VarStrLen_MeanStrLen_VAR0,Steiger_p_Freq_VarStrLen_MeanStrLen_VAR0
Albanian,-0.27411037884279027,1.3557897873327024e-212,-0.9731682146542827,1.2418823458351716e-11,-0.3441191780358381,0.0001553663535502546,-0.5822316763584418,7.1143668717436144e-12,0.5851551429501077,5.2713456924545615e-12,3.388750063945377,0.0009673885060578619,-0.702519793945942,0.0005526063228142358,-0.7580258026702222,9.556141017943344e-48,-0.6102071656844766,8.603195825248283e-27,0.5174048656219489,1.8845109311639145e-18,-3.749503876558901,0.00022093442934020992
Dinka,-0.33302951117278123,3.1534009310869646e-152,-0.95,6.08625795805396e-08,-0.4191074075894128,2.5529237179987214e-07,-0.602196969207512,3.5373461348769433e-15,0.6182423058883602,4.0044170072872214e-16,3.0528476491981507,0.0027237081472015995,-0.6058823529411764,0.012860298533367193,-0.7630953034070074,2.686988662503847e-57,-0.6574717539295826,8.992688562063015e-38,0.5557561290742342,3.1400764508101863e-25,-3.1397346876536547,0.0018648338580089922
Achuar,-0.2290304629332906,2.028910458651128e-223,-0.9594861660079053,5.004227319259334e-13,-0.49741605534884753,2.3287078217033338e-09,-0.5077316353760214,9.530495216144256e-10,0.3251528752638563,0.00018047675246050235,0.12206434480997497,0.9030440807103726,-0.7666782499429337,4.931602595250907e-06,-0.7658334779593802,1.6490374713300984e-53,-0.46655212144315245,4.710484145331451e-16,0.3648438651925015,5.898780349854868e-10,-6.638425315038597,1.7529741500593923e-10
Jakalteko,-0.3483337037179556,0.0,-0.899642788598033,2.8848430471226312e-08,-0.22643981397311533,0.009301868631214195,-0.5221914767728415,1.5873780758587855e-10,0.3616820066470448,2.1901038236654063e-05,3.427935303172301,0.0008185240107882654,-0.7048065198580318,0.00017329926830356916,-0.7340991565513361,2.6153714555856143e-48,-0.6077377104043238,1.845059861925041e-29,0.47560409219563343,4.260675202126546e-17,-3.171201753554633,0.0016899223182348226
Cakchiquel,-0.27867599644258784,2.0124818410946098e-147,-0.9964912280701754,9.285165080058482e-20,-0.33212608724519427,3.5025537422431783e-05,-0.4139217893544072,1.5435090431231987e-07,0.40155982522028233,3.8613239433934017e-07,1.0016888206665504,0.3181511888716853,-0.7258368320747687,0.00029152645822777095,-0.7621377254728577,3.8595829626698873e-63,-0.5024783838116647,2.936475898806233e-22,0.4519388113672356,8.16847564158261e-18,-6.806403447400645,4.877774152797478e-11
K'iche',-0.28328895905498463,8.868505765660692e-130,-0.9823529411764707,1.3641238342610768e-11,-0.39455729877366064,4.0558649293897755e-06,-0.5955455202034223,1.2191980064450596e-13,0.2980822146605148,0.000632312775413777,2.371808711086819,0.019227762537931875,-0.6519607843137255,0.004568346266924807,-0.729254419763163,1.127743924110398e-54,-0.5871823292157912,3.157490088769217e-31,0.423788622009237,1.8209343109834636e-15,-3.629657933269429,0.00033043316477992905
Slovak,-0.3061033802914907,0.0,-0.9509803921568628,4.79175684831834e-09,-0.15055442318140677,0.10517644032652552,-0.6623577795383234,4.1961235764326103e-16,0.45659844023595314,2.2881732284975254e-07,7.077070542755923,1.2785901166128183e-10,-0.7592399530052809,4.179970670501674e-05,-0.7106588853446253,6.626333663966525e-38,-0.6907906507401164,4.346205592645206e-35,0.548066012053566,4.6349807972662306e-20,-0.5082409791164488,0.6117611036456918
Serbian,-0.309749495209466,1.4574461840455306e-284,-0.9705882352941176,4.723401127287032e-10,-0.4483194444214903,2.513306497848615e-07,-0.7155638385670542,2.9144370293594974e-20,0.5843065340874969,1.9832632714421678e-12,4.481389298368524,1.727283769161555e-05,-0.750021522965008,0.0001399911322448984,-0.7592469211824475,1.7567509915283904e-43,-0.7747534888959329,2.736071362413671e-46,0.6527369366180613,1.0547491224841376e-28,0.49871159971262063,0.6184763458290975
Creole,-0.2461209374073163,4.795803044085003e-43,-0.9678571428571429,3.5965355409315713e-09,-0.3197623707678316,0.00026238364785606305,-0.4664820683121601,3.683766930372098e-08,0.3757002237869861,1.4569358396510214e-05,1.6492524390542194,0.10164764335180626,-0.6205882352941177,0.010313515549677674,-0.7027344637458685,4.325432834137702e-49,-0.553031772163986,4.133578457480993e-27,0.43340627105014956,3.9345307700511625e-16,-3.6424382429972173,0.0003152222107187686
Nahuatl,-0.2894096298605961,3.9115683860207706e-288,-0.779967159277504,9.917276807427418e-07,-0.42227024314654343,4.326948216957187e-06,-0.5852313601215103,1.8885919535242178e-11,0.5573249575204672,2.551636747463513e-10,2.205560890116986,0.029553673595330968,-0.6022909270958798,0.0005460463114157191,-0.7722471047877488,1.3970146185900386e-49,-0.6127635051532264,1.5155207029181218e-26,0.5015094543299307,6.033142172228755e-17,-4.048793444618291,6.942027408940274e-05
Latin,-0.28493484118193324,5.193998787509795e-291,-0.9979360165118679,1.6451231715312417e-20,-0.4303224659693886,1.9632154585487936e-06,-0.7125689163183816,8.667866110411975e-19,0.6113751957358872,6.369882507443072e-13,4.714568990385429,7.144658276169426e-06,-0.7409646957163546,0.00018594766252794874,-0.7711699690493901,1.1928244225474544e-43,-0.7171149782871991,3.036390479383857e-35,0.5793639779740276,1.1344198378880709e-20,-1.5028291264826434,0.13437123499073922
Portuguese,-0.3224305307909427,1.3719211134480834e-293,-0.9705882352941178,1.1001306700206495e-10,-0.564766698855609,3.818323322304147e-12,-0.7703084027799068,2.19360081113259e-26,0.585123996481753,4.075589536402973e-13,3.936760066154872,0.00013632525328292883,-0.7213863602604347,0.00033095407831426106,-0.784265958724124,2.0606465779205405e-55,-0.6572550379412517,1.5427698699821463e-33,0.4920657258362359,2.926991905535032e-17,-3.5042549229593667,0.0005399932129973854
Estonian,-0.33708055813044463,0.0,-0.9739972307429804,2.2910790751673075e-14,-0.4600795773842571,5.457335606003597e-07,-0.6576975860994638,1.0534625087588844e-14,0.4271786513578326,4.013756277234765e-06,2.5204592284027973,0.01322472350006149,-0.7922737568561571,2.360406619038248e-06,-0.7490901332172016,9.35528463225026e-42,-0.6423152204200338,1.43070157050563e-27,0.5312333009106597,8.730245697133022e-18,-2.6307079419710533,0.009117569832657683
Zulu,-0.2720503995272889,0.0,-0.8941646312740126,8.935764581811212e-09,-0.2740458385517213,0.006053882025472168,-0.47213637151367754,8.072258513388179e-07,0.6545499192920676,2.0113234653673053e-13,2.644129173324097,0.009567460431449527,-0.7412000123947639,1.4801533620767571e-05,-0.7125996550303728,1.983589226824411e-28,-0.526736768615178,7.021728965747469e-14,0.6024601443162816,1.1445445322464267e-18,-3.8815221743233774,0.00014773206015040175
Latvian,-0.27895899777348326,7.764652525922394e-278,-0.8112745098039217,7.738036180608982e-05,-0.5456551741487952,1.749591021766246e-09,-0.7082556897510669,2.913100253512516e-17,0.6461088346899136,9.839481710103186e-14,2.761235757410844,0.006829874004665965,-0.5809566158221482,0.009095222777270179,-0.7734666434197819,1.1661540307659018e-43,-0.7056600517543675,2.0744576486832282e-33,0.5915564096453283,1.6991771961325907e-21,-1.877104021446956,0.06189041368598433
Wolaytta,-0.32012294518623224,0.0,-0.9558233190795935,2.908304574668558e-14,-0.3715303380524662,4.0231952832322905e-05,-0.5864808641544381,4.596671738361001e-12,0.5760369350029141,1.3299160594578284e-11,3.0378865160749142,0.0029594093906925626,-0.7771010094485652,1.865895403669798e-06,-0.782412224291841,5.749933397269586e-48,-0.5769054992594191,1.8909366250091948e-21,0.5457477151854178,6.105520252899412e-19,-5.179697487982844,4.96355400475089e-07
Swahili,-0.4066534590138566,0.0,-0.9123731371053829,2.0975603907718005e-08,-0.4145997541154299,1.0353803941436512e-06,-0.538046445323355,4.841818631498134e-11,0.6367957461741032,4.995880735087062e-16,1.9284258048120548,0.056051591237215294,-0.7072508527930292,0.00023245764996521423,-0.757683766072759,3.599365861104939e-49,-0.595131097738638,5.1254247173684814e-26,0.5566296118407968,2.60236206989307e-22,-4.291213037376334,2.528663032005691e-05
Turkish,-0.33031515101764786,0.0,-0.9931796561490199,3.36039155335384e-19,-0.4187329424814384,7.930321824787375e-06,-0.7074005785871235,2.324748959497341e-17,0.5401216261696337,2.29478239414004e-09,4.240130631416977,4.885460772414799e-05,-0.7921472907750345,3.973917444937373e-06,-0.7484322939764465,1.6048271592051023e-37,-0.6459294421120843,3.0750107791721037e-25,0.5640494752940178,2.311220849026194e-18,-2.4619313580369866,0.014669866462780182
Quichua,-0.28387643358283127,3.455615451958685e-274,-0.8616600790513835,1.2820052784329563e-07,-0.3255056385184863,0.00032225269449043546,-0.4943096498339959,1.2791230402194976e-08,0.5247886321538415,1.059698582373654e-09,2.1273363664526896,0.03552861444260624,-0.6484018418120866,0.0006107589394997427,-0.7539947122341283,1.7737378576513169e-41,-0.5909953886844004,5.147471558202093e-22,0.5924537790152467,3.849500782736481e-22,-4.0808549444639555,6.31508938446076e-05
